,Review_Text,Pred
1474,"Been here for dinner with team. Place was full by the time we reached but the staff managed to give us the seating at nxt floor.Ordered half portion of mutton juicy mandi with extra piece, bbq chicken mandi and full veg mandi (😑). Loved the mutton mandi which is served with marag soup and other two gravies, mutton was soft, tender and juicy and bbq chicken was perfectly marinated and grilled.Staff needs an improvement on their service.Manager was kind enough to give us corporate discount when asked.Overall good taste of food and good place with nice relaxed ambience of arabian restaurant within that area.",5.0
1475,quantity is very low,5.0
1476,"More is not always merrier, hot dog with lettuce and tomatoes was tasting more like a sub sandwich, although after removing the veggies it tasted really nice.

Home style potato wedges were a good attempt but a little too bland.

Penne pasta was overcooked but the sauce had not soaked in all flavours hence tasted a undercooked.

Best part was the desert, old fashioned pastry which was not too sweet and not too chocolate.

Overall experience was goodsince the staff is very considerate and ambience is very comforting",5.0
1477,Excellent food and excellent service by Krishna I am full happy with the food and service I like the most live contar thanks you guys thanked for the hospital,2.0
1478,"Ambience- Good for a family dinner. Warm Mellow lights are soothing. Although they should have a music system and play selected songs instead of just plugging in the TV and playing a music channel. The advertisements and random songs kind of kill the ambience.
Food- Taste and quality is upto the mark. We ordered Pasta and Salad. We wanted some customizations in our order and the staff was happy to incorporate that.
Service and staff- Quick service and polite staff.",4.0
1479,"Behrouz never disappoints, As always amazing packaging and amazing biryani. I love the fact that they send the gulab jamun and yummy raita. I wish they also include a Saalan with it.Ive tried their Murgh Mahakani Biryani which is as usual very flavourful and spicy. 
Disclaimer: Have it when it's hot and fresh.

bitesizedjournal.com",1.0
1480,Very unprofessional staffs!! Don’t even know how to serve the food on request!! Whatever you will ask their 1st answer is “No”. They also do have communication issues. Very disappointing!!,1.0
1481,"I heard so much about this place and i finally got to visit. I was there with few of my friends where we got to try their traditional authentic dishes.
The ambience was nice and it was very spacious with good seating arrangement. The staff is very friendly and courteous. The service is also quite fast.
We first started off with Arabian chicken soup and a Veg soup.

Then we tried their starters Paneer papdi kebab, Veg sheekh kebab, Lahori chicken kebab, Golden fried babycorn, Fish hariyali, Chilli basil prawn, Chilli paneer and Crispy corn chilli pepper.

For the maincourse we first tried Grilled fish mandi and Mutton juicy mandi. I wished mandi was more flavourful but the grilled fish which was served with mandi saved the day.
Then we tried Special fried rice with veg manchurian, Special chicken noodles with chickeb manchurian and also Veg kolhari curry and butter chicken with few breads.

We also tried few mocktails Virgin mojito, Kotkat milkshake and Chocolate milkshkae.

We finally ended our meal with few desserts Gulab jamun, Apricol delight, Double ka meetha and Kheer",5.0
1482,Service is excellent. Fodd tasted very nice. Ranjit and romjan served to the best. They are polite and friendly. Will visit agian. Ambience is excellent.,5.0
1483,"Ambience - 4.5
Service - 4
Food Taste - 4
Food Portion - 3.5
Price - 3.5

Been here several times. The open terrace is really amazing and the USP for 10D in Gachibowli. Must visit place from Friday to Saturday to enjoy great music plus drinks with your friends!

Cheers!",5.0
1484,"Worst food ever..... Very bad taste, i will give negative rating.. no dishes were properly made.very bad experience. Just name is big but no quality and taste Maintained",1.0
1485,Awesome shakes. Make your own shake is the best where I can choose from variety of options which the shake should be made of. The service is pretty fast. You can write your feedback/review on sticky notes and stick on the glass window and door.,5.0
1486,"I was there with my friends yesterday for dinner. We were served by Papu, he did great service. We ordered all south Indian dishes, each of them were tasty.",5.0
1487,"Over all good experience but

Cons: Entry ONLY for ppl who show corporate ID is kinda too much. And also rude behaviour of bouncers. Instead of making us feel safe, they themselves scares the customers.

Pros: Price for alcohol and food is at its best and the inside ambience is amazing. The way DJ plays music is awesome, He makes even non-dancers to dance till their body aches and also crowd is amazing",5.0
1488,"Pourhouse7 is a spacious roof top bar that offers great ambience, Paranomic views of the cityscape and prompt friendly service.
Everything is in our budget.
There are several classic mocktails.
This is the place mostly for the partying on weekends.
But you can also hangout their with friends or colleagues.
The food menu is good here.
They have new dishes with new receipes.
I went here with my friends for lunch.

Firstly we had ordered for the mocktails...

My all time favourite Virgin Mojito it is so refreshing good feels so refresh.

My friends went for some other mocktails like sweet sunrise the taste was good. it was nice. Relaxing one....

We had ordered so many tasty dishes like Murgh lasooni Kali Mirch tikka it was soft and good in tasty. they served it hottt.

After that we ordered Crispy chilli fish it was good in taste and somewhat the taste was quite sweet.

My favourite is Classic chicken spring roll yummy in taste and i just loved it alottt.
I ordered it twice just cuz i was damn hungry and it was good in taste you must try it guy's seriously you'll loved it .

Then comes the Great Nawabi pizza who doesn't love pizza, It was good in taste served with green chilli sauce.

Tangadi kabab was tasty. we had hot hot then n there while they served us.

Pesto rice with chicken stroganoff .
The rice was soft it was good in taste especially the chicken stroganoff was best and it tasted good with the rice.

Onion rings with hot & spicy sauce. It was something new here. The sauce was spicy and good in taste.

This was our lunch menu for 4 people.

Then comes a dessert. we ordered the Brownie with ice cream. Ice cream was good but the brownie was little hard though it should be soft.

Apart from that everything was good here...

Best place for partying on weekends with friends
you'll enjoy it with a good music and dj's play list.
Only on weekends you'll find dj's playing songs and music over there.

Overall it is a good place to visit....",5.0
